inst#,actual,predicted,error,prediction
3531,1:no,1:no,,0.726
3532,1:no,1:no,,0.625
3533,1:no,1:no,,0.601
3534,1:no,1:no,,0.839
3535,1:no,1:no,,0.752
3536,1:no,1:no,,0.79
3537,1:no,1:no,,0.683
3538,1:no,1:no,,0.54
3539,1:no,1:no,,0.782
3540,1:no,1:no,,0.673
3541,1:no,1:no,,0.723
3542,1:no,1:no,,0.623
3543,1:no,1:no,,0.601
3544,1:no,1:no,,0.839
3545,1:no,1:no,,0.753
3546,1:no,1:no,,0.79
3547,1:no,1:no,,0.683
3548,1:no,1:no,,0.608
3549,1:no,1:no,,0.799
3550,1:no,1:no,,0.753
3551,1:no,1:no,,0.79
3552,1:no,1:no,,0.683
3553,1:no,1:no,,0.601
3554,1:no,1:no,,0.839
3555,1:no,1:no,,0.753
3556,1:no,1:no,,0.79
3557,1:no,1:no,,0.683
3558,1:no,1:no,,0.608
3559,1:no,1:no,,0.859
3560,1:no,1:no,,0.802
3561,1:no,1:no,,0.838
3562,1:no,1:no,,0.74
3563,1:no,1:no,,0.601
3564,1:no,1:no,,0.839
3565,1:no,1:no,,0.753
3566,1:no,1:no,,0.79
3567,1:no,1:no,,0.683
3568,1:no,1:no,,0.562
3569,1:no,1:no,,0.85
3570,1:no,1:no,,0.752
3571,1:no,1:no,,0.787
3572,1:no,1:no,,0.695
3573,1:no,1:no,,0.601
3574,1:no,1:no,,0.839
3575,1:no,1:no,,0.753
3576,1:no,1:no,,0.79
3577,1:no,1:no,,0.683
3578,1:no,1:no,,0.562
3579,1:no,1:no,,0.85
3580,1:no,1:no,,0.752
3581,1:no,1:no,,0.787
3582,1:no,1:no,,0.695
3583,1:no,1:no,,0.601
3584,1:no,1:no,,0.839
3585,1:no,1:no,,0.753
3586,1:no,1:no,,0.79
3587,1:no,1:no,,0.683
3588,1:no,1:no,,0.562
3589,1:no,1:no,,0.85
3590,1:no,1:no,,0.752
3591,1:no,1:no,,0.787
3592,1:no,1:no,,0.695
3593,1:no,1:no,,0.601
3594,1:no,1:no,,0.839
3595,1:no,1:no,,0.753
3596,1:no,1:no,,0.79
3597,1:no,1:no,,0.683
3598,1:no,1:no,,0.562
3599,1:no,1:no,,0.795
3600,1:no,1:no,,0.752
3601,1:no,1:no,,0.787
3602,1:no,1:no,,0.695
3603,1:no,1:no,,0.601
3604,1:no,1:no,,0.839
3605,1:no,1:no,,0.753
3606,1:no,1:no,,0.79
3607,1:no,1:no,,0.683
3608,1:no,1:no,,0.608
3609,1:no,1:no,,0.859
3610,1:no,1:no,,0.802
3611,1:no,1:no,,0.838
3612,1:no,1:no,,0.74
3613,1:no,1:no,,0.601
3614,1:no,1:no,,0.839
3615,1:no,1:no,,0.753
3616,1:no,1:no,,0.79
3617,1:no,1:no,,0.683
3618,1:no,1:no,,0.562
3619,1:no,1:no,,0.85
3620,1:no,1:no,,0.752
3621,1:no,1:no,,0.787
3622,1:no,1:no,,0.695
3623,1:no,1:no,,0.601
3624,1:no,1:no,,0.839
3625,1:no,1:no,,0.753
3626,1:no,1:no,,0.79
3627,1:no,1:no,,0.683
3628,1:no,1:no,,0.562
3629,1:no,1:no,,0.85
3630,1:no,1:no,,0.752
3631,1:no,1:no,,0.787
3632,1:no,1:no,,0.695
3633,1:no,1:no,,0.601
3634,1:no,1:no,,0.839
3635,1:no,1:no,,0.753
3636,1:no,1:no,,0.79
3637,1:no,1:no,,0.683
3638,1:no,1:no,,0.562
3639,1:no,1:no,,0.85
3640,1:no,1:no,,0.752
3641,1:no,1:no,,0.787
3642,1:no,1:no,,0.695
3643,1:no,1:no,,0.601
3644,1:no,1:no,,0.839
3645,1:no,1:no,,0.753
3646,1:no,1:no,,0.79
3647,1:no,1:no,,0.683
3648,1:no,1:no,,0.562
3649,1:no,1:no,,0.85
3650,1:no,1:no,,0.752
3651,1:no,1:no,,0.787
3652,1:no,1:no,,0.695
3653,1:no,1:no,,0.601
3654,1:no,1:no,,0.839
3655,1:no,1:no,,0.753
3656,1:no,1:no,,0.79
3657,1:no,1:no,,0.683
3658,1:no,1:no,,0.562
3659,1:no,1:no,,0.85
3660,1:no,1:no,,0.752
3661,1:no,1:no,,0.787
3662,1:no,1:no,,0.695
3663,1:no,1:no,,0.601
3664,1:no,1:no,,0.839
3665,1:no,1:no,,0.753
3666,1:no,1:no,,0.79
3667,1:no,1:no,,0.683
3668,1:no,1:no,,0.562
3669,1:no,1:no,,0.85
3670,1:no,1:no,,0.752
3671,1:no,1:no,,0.787
3672,1:no,1:no,,0.695
3673,1:no,1:no,,0.601
3674,1:no,1:no,,0.839
3675,1:no,1:no,,0.753
3676,1:no,1:no,,0.79
3677,1:no,1:no,,0.683
3678,1:no,1:no,,0.562
3679,1:no,1:no,,0.85
3680,1:no,1:no,,0.752
3681,1:no,1:no,,0.787
3682,1:no,1:no,,0.695
3683,1:no,1:no,,0.601
3684,1:no,1:no,,0.839
3685,1:no,1:no,,0.753
3686,1:no,1:no,,0.79
3687,1:no,1:no,,0.683
3688,1:no,1:no,,0.562
3689,1:no,1:no,,0.85
3690,1:no,1:no,,0.752
3691,1:no,1:no,,0.787
3692,1:no,1:no,,0.695
3693,1:no,1:no,,0.601
3694,1:no,1:no,,0.839
3695,1:no,1:no,,0.753
3696,1:no,1:no,,0.79
3697,1:no,1:no,,0.683
3698,1:no,1:no,,0.562
3699,1:no,1:no,,0.852
3700,1:no,1:no,,0.732
3701,1:no,1:no,,0.767
3702,1:no,1:no,,0.672
3703,1:no,1:no,,0.793
3704,1:no,1:no,,0.709
3705,1:no,1:no,,0.844
3706,1:no,1:no,,0.715
3707,2:yes,2:yes,,0.65
3708,1:no,1:no,,0.752
3709,1:no,2:yes,+,0.552
3710,1:no,1:no,,0.858
3711,1:no,1:no,,0.703
3712,1:no,1:no,,0.769
3713,1:no,1:no,,0.648
3714,1:no,1:no,,0.757
3715,1:no,2:yes,+,0.531
3716,1:no,1:no,,0.757
3717,1:no,2:yes,+,0.531
3718,1:no,1:no,,0.777
3719,1:no,1:no,,0.541
3720,1:no,1:no,,0.881
3721,1:no,1:no,,0.76
3722,1:no,1:no,,0.794
3723,1:no,1:no,,0.67
3724,1:no,1:no,,0.77
3725,1:no,1:no,,0.502
3726,1:no,1:no,,0.812
3727,1:no,1:no,,0.577
3728,1:no,1:no,,0.803
3729,1:no,1:no,,0.597
3730,1:no,1:no,,0.755
3731,1:no,1:no,,0.523
3732,1:no,1:no,,0.761
3733,1:no,1:no,,0.52
3734,1:no,1:no,,0.893
3735,1:no,1:no,,0.78
3736,1:no,1:no,,0.819
3737,1:no,1:no,,0.734
3738,1:no,1:no,,0.822
3739,1:no,1:no,,0.608
3740,1:no,1:no,,0.833
3741,1:no,1:no,,0.616
3742,1:no,1:no,,0.902
3743,1:no,1:no,,0.8
3744,1:no,1:no,,0.843
3745,1:no,1:no,,0.753
3746,1:no,1:no,,0.831
3747,1:no,1:no,,0.631
3748,1:no,1:no,,0.833
3749,1:no,1:no,,0.635
3750,1:no,1:no,,0.833
3751,1:no,1:no,,0.635
3752,1:no,1:no,,0.845
3753,1:no,1:no,,0.661
3754,1:no,1:no,,0.834
3755,1:no,1:no,,0.636
3756,1:no,1:no,,0.905
3757,1:no,1:no,,0.806
3758,1:no,1:no,,0.816
3759,1:no,1:no,,0.634
3760,1:no,1:no,,0.831
3761,1:no,1:no,,0.632
3762,1:no,1:no,,0.831
3763,1:no,1:no,,0.632
3764,1:no,1:no,,0.831
3765,1:no,1:no,,0.632
3766,1:no,1:no,,0.844
3767,1:no,1:no,,0.681
3768,1:no,1:no,,0.831
3769,1:no,1:no,,0.632
3770,1:no,1:no,,0.831
3771,1:no,1:no,,0.632
3772,1:no,1:no,,0.832
3773,1:no,1:no,,0.652
3774,1:no,1:no,,0.905
3775,1:no,1:no,,0.806
3776,1:no,1:no,,0.837
3777,1:no,1:no,,0.756
3778,1:no,1:no,,0.819
3779,1:no,1:no,,0.676
3780,1:no,1:no,,0.805
3781,1:no,1:no,,0.647
3782,1:no,1:no,,0.762
3783,1:no,1:no,,0.593
3784,1:no,1:no,,0.783
3785,1:no,1:no,,0.732
3786,1:no,1:no,,0.847
3787,1:no,1:no,,0.842
3788,1:no,1:no,,0.719
3789,1:no,1:no,,0.663
3790,1:no,2:yes,+,0.515
3791,1:no,1:no,,0.694
3792,2:yes,2:yes,,0.697
3793,1:no,1:no,,0.7
3794,2:yes,2:yes,,0.671
3795,1:no,1:no,,0.866
3796,1:no,1:no,,0.749
3797,1:no,1:no,,0.873
3798,1:no,1:no,,0.807
3799,1:no,1:no,,0.847
3800,1:no,1:no,,0.692
3801,1:no,1:no,,0.858
3802,1:no,1:no,,0.712
3803,1:no,1:no,,0.888
3804,1:no,1:no,,0.798
3805,1:no,1:no,,0.871
3806,1:no,1:no,,0.815
3807,1:no,1:no,,0.873
3808,1:no,1:no,,0.7
3809,1:no,1:no,,0.873
3810,1:no,1:no,,0.703
3811,1:no,1:no,,0.869
3812,1:no,1:no,,0.69
3813,1:no,1:no,,0.892
3814,1:no,1:no,,0.807
3815,1:no,1:no,,0.886
3816,1:no,1:no,,0.847
3817,1:no,1:no,,0.903
3818,1:no,1:no,,0.812
3819,1:no,1:no,,0.905
3820,1:no,1:no,,0.758
3821,1:no,1:no,,0.911
3822,1:no,1:no,,0.802
3823,1:no,1:no,,0.902
3824,1:no,1:no,,0.832
3825,1:no,1:no,,0.894
3826,1:no,1:no,,0.85
3827,1:no,1:no,,0.872
3828,1:no,1:no,,0.759
3829,1:no,1:no,,0.902
3830,1:no,1:no,,0.778
3831,1:no,1:no,,0.902
3832,1:no,1:no,,0.768
3833,1:no,1:no,,0.88
3834,1:no,1:no,,0.788
3835,1:no,1:no,,0.884
3836,1:no,1:no,,0.784
3837,1:no,1:no,,0.884
3838,1:no,1:no,,0.784
3839,1:no,1:no,,0.884
3840,1:no,1:no,,0.784
3841,1:no,1:no,,0.906
3842,1:no,1:no,,0.828
3843,1:no,1:no,,0.872
3844,1:no,1:no,,0.742
3845,1:no,1:no,,0.899
3846,1:no,1:no,,0.824
3847,1:no,1:no,,0.9
3848,1:no,1:no,,0.824
3849,1:no,1:no,,0.873
3850,1:no,1:no,,0.817
3851,1:no,1:no,,0.9
3852,1:no,1:no,,0.824
3853,1:no,1:no,,0.9
3854,1:no,1:no,,0.824
3855,1:no,1:no,,0.9
3856,1:no,1:no,,0.824
3857,1:no,1:no,,0.793
3858,1:no,1:no,,0.735
3859,1:no,1:no,,0.775
3860,1:no,1:no,,0.79
3861,1:no,1:no,,0.802
3862,1:no,1:no,,0.792
3863,1:no,1:no,,0.716
3864,1:no,1:no,,0.756
3865,1:no,1:no,,0.77
3866,1:no,1:no,,0.782
3867,1:no,1:no,,0.805
3868,1:no,1:no,,0.581
3869,1:no,1:no,,0.602
3870,1:no,1:no,,0.519
3871,1:no,2:yes,+,0.574
3872,1:no,1:no,,0.791
3873,1:no,1:no,,0.509
3874,1:no,1:no,,0.517
3875,1:no,2:yes,+,0.515
3876,1:no,2:yes,+,0.605
3877,1:no,1:no,,0.706
3878,1:no,2:yes,+,0.663
3879,1:no,2:yes,+,0.641
3880,1:no,2:yes,+,0.645
3881,1:no,2:yes,+,0.737
3882,1:no,1:no,,0.57
3883,1:no,2:yes,+,0.609
3884,1:no,2:yes,+,0.602
3885,1:no,2:yes,+,0.7
3886,1:no,2:yes,+,0.672
3887,1:no,2:yes,+,0.58
3888,2:yes,2:yes,,0.784
3889,2:yes,2:yes,,0.787
3890,2:yes,2:yes,,0.819
3891,2:yes,2:yes,,0.816
3892,1:no,2:yes,+,0.523
3893,2:yes,2:yes,,0.765
3894,2:yes,2:yes,,0.759
3895,2:yes,2:yes,,0.811
3896,2:yes,2:yes,,0.81
3897,1:no,1:no,,0.859
3898,1:no,1:no,,0.7
3899,1:no,1:no,,0.702
3900,1:no,1:no,,0.665
3901,1:no,1:no,,0.568
3902,1:no,1:no,,0.812
3903,1:no,1:no,,0.592
3904,1:no,1:no,,0.617
3905,1:no,1:no,,0.633
3906,1:no,1:no,,0.52
3907,1:no,1:no,,0.884
3908,1:no,1:no,,0.666
3909,1:no,1:no,,0.677
3910,1:no,1:no,,0.659
3911,1:no,1:no,,0.576
3912,1:no,1:no,,0.791
3913,1:no,1:no,,0.627
3914,1:no,1:no,,0.637
3915,1:no,1:no,,0.566
3916,1:no,2:yes,+,0.513
3917,1:no,1:no,,0.755
3918,1:no,1:no,,0.508
3919,1:no,1:no,,0.526
3920,1:no,2:yes,+,0.521
3921,1:no,2:yes,+,0.587
3922,1:no,1:no,,0.751
3923,1:no,1:no,,0.54
3924,1:no,1:no,,0.522
3925,1:no,1:no,,0.519
3926,1:no,2:yes,+,0.588
3927,1:no,1:no,,0.891
3928,1:no,1:no,,0.726
3929,1:no,1:no,,0.732
3930,1:no,1:no,,0.707
3931,1:no,1:no,,0.557
3932,1:no,1:no,,0.879
3933,1:no,1:no,,0.715
3934,1:no,1:no,,0.733
3935,1:no,1:no,,0.738
3936,1:no,1:no,,0.568
3937,1:no,1:no,,0.872
3938,1:no,1:no,,0.698
3939,1:no,1:no,,0.704
3940,1:no,1:no,,0.665
3941,1:no,1:no,,0.532
3942,1:no,1:no,,0.878
3943,1:no,1:no,,0.691
3944,1:no,1:no,,0.712
3945,1:no,1:no,,0.717
3946,1:no,1:no,,0.548
3947,1:no,1:no,,0.841
3948,1:no,1:no,,0.658
3949,1:no,1:no,,0.669
3950,1:no,1:no,,0.6
3951,1:no,1:no,,0.518
3952,1:no,1:no,,0.856
3953,1:no,1:no,,0.601
3954,1:no,1:no,,0.618
3955,1:no,1:no,,0.619
3956,1:no,2:yes,+,0.502
3957,1:no,1:no,,0.89
3958,1:no,1:no,,0.73
3959,1:no,1:no,,0.735
3960,1:no,1:no,,0.696
3961,1:no,1:no,,0.563
3962,1:no,1:no,,0.883
3963,1:no,1:no,,0.707
3964,1:no,1:no,,0.723
3965,1:no,1:no,,0.728
3966,1:no,1:no,,0.559
3967,1:no,1:no,,0.9
3968,1:no,1:no,,0.755
3969,1:no,1:no,,0.76
3970,1:no,1:no,,0.734
3971,1:no,1:no,,0.606
3972,1:no,1:no,,0.919
3973,1:no,1:no,,0.758
3974,1:no,1:no,,0.763
3975,1:no,1:no,,0.712
3976,1:no,1:no,,0.628
3977,1:no,1:no,,0.806
3978,1:no,1:no,,0.787
3979,1:no,1:no,,0.741
3980,1:no,2:yes,+,0.603
3981,1:no,1:no,,0.852
3982,1:no,1:no,,0.736
3983,1:no,1:no,,0.845
3984,1:no,1:no,,0.781
3985,1:no,1:no,,0.85
3986,1:no,1:no,,0.587
3987,1:no,1:no,,0.836
3988,1:no,1:no,,0.876
3989,1:no,1:no,,0.756
3990,1:no,1:no,,0.637
3991,1:no,1:no,,0.603
3992,1:no,1:no,,0.539
3993,2:yes,2:yes,,0.787
3994,1:no,1:no,,0.556
3995,2:yes,2:yes,,0.64
3996,1:no,1:no,,0.898
3997,1:no,1:no,,0.825
3998,1:no,1:no,,0.902
3999,1:no,1:no,,0.87
4000,1:no,1:no,,0.876
4001,1:no,1:no,,0.721
4002,1:no,1:no,,0.876
4003,1:no,1:no,,0.774
4004,1:no,1:no,,0.864
4005,1:no,1:no,,0.772
4006,1:no,1:no,,0.902
4007,1:no,1:no,,0.849
4008,1:no,1:no,,0.889
4009,1:no,1:no,,0.863
4010,1:no,1:no,,0.882
4011,1:no,1:no,,0.761
4012,1:no,1:no,,0.886
4013,1:no,1:no,,0.764
4014,1:no,1:no,,0.886
4015,1:no,1:no,,0.764
4016,1:no,1:no,,0.886
4017,1:no,1:no,,0.765
4018,1:no,1:no,,0.886
4019,1:no,1:no,,0.765
4020,1:no,1:no,,0.913
4021,1:no,1:no,,0.863
4022,1:no,1:no,,0.806
4023,1:no,1:no,,0.772
4024,1:no,1:no,,0.82
4025,1:no,1:no,,0.718
4026,1:no,1:no,,0.817
4027,1:no,1:no,,0.703
4028,1:no,1:no,,0.817
4029,1:no,1:no,,0.703
4030,1:no,1:no,,0.821
4031,1:no,1:no,,0.719
4032,1:no,1:no,,0.821
4033,1:no,1:no,,0.719
4034,1:no,1:no,,0.811
4035,1:no,1:no,,0.719
4036,1:no,1:no,,0.821
4037,1:no,1:no,,0.719
4038,1:no,1:no,,0.817
4039,1:no,1:no,,0.703
4040,1:no,1:no,,0.817
4041,1:no,1:no,,0.703
4042,1:no,1:no,,0.821
4043,1:no,1:no,,0.719
4044,1:no,1:no,,0.821
4045,1:no,1:no,,0.719
4046,1:no,1:no,,0.817
4047,1:no,1:no,,0.703
4048,1:no,1:no,,0.793
4049,1:no,1:no,,0.735
4050,1:no,1:no,,0.727
4051,1:no,1:no,,0.79
4052,1:no,1:no,,0.64
4053,2:yes,2:yes,,0.543
4054,2:yes,2:yes,,0.572
4055,2:yes,2:yes,,0.726
4056,1:no,1:no,,0.836
4057,1:no,1:no,,0.761
4058,1:no,1:no,,0.701
4059,1:no,1:no,,0.799
4060,1:no,1:no,,0.682
4061,1:no,1:no,,0.578
4062,1:no,1:no,,0.539
4063,1:no,2:yes,+,0.559
4064,1:no,1:no,,0.585
4065,1:no,2:yes,+,0.576
4066,1:no,2:yes,+,0.601
4067,1:no,2:yes,+,0.531
4068,1:no,1:no,,0.757
4069,1:no,1:no,,0.707
4070,1:no,1:no,,0.632
4071,1:no,1:no,,0.579
4072,1:no,1:no,,0.788
4073,1:no,1:no,,0.72
4074,1:no,1:no,,0.631
4075,1:no,1:no,,0.598
4076,1:no,1:no,,0.785
4077,1:no,1:no,,0.651
4078,1:no,1:no,,0.826
4079,1:no,1:no,,0.52
4080,1:no,1:no,,0.601
4081,1:no,2:yes,+,0.596
4082,1:no,1:no,,0.716
4083,2:yes,2:yes,,0.668
4084,1:no,1:no,,0.731
4085,2:yes,2:yes,,0.664
4086,1:no,1:no,,0.754
4087,1:no,1:no,,0.551
4088,1:no,1:no,,0.843
4089,1:no,2:yes,+,0.526
4090,1:no,1:no,,0.843
4091,1:no,1:no,,0.636
4092,1:no,1:no,,0.86
4093,1:no,1:no,,0.62
4094,1:no,1:no,,0.875
4095,1:no,1:no,,0.681
4096,1:no,1:no,,0.792
4097,1:no,1:no,,0.682
4098,1:no,1:no,,0.866
4099,1:no,1:no,,0.608
4100,1:no,1:no,,0.866
4101,1:no,1:no,,0.608
4102,1:no,1:no,,0.871
4103,1:no,1:no,,0.721
4104,1:no,1:no,,0.841
4105,1:no,1:no,,0.584
4106,1:no,1:no,,0.831
4107,1:no,1:no,,0.582
4108,1:no,1:no,,0.84
4109,1:no,1:no,,0.584
4110,1:no,1:no,,0.803
4111,1:no,1:no,,0.729
4112,1:no,1:no,,0.744
4113,1:no,1:no,,0.817
4114,1:no,1:no,,0.763
4115,1:no,2:yes,+,0.567
4116,1:no,2:yes,+,0.566
4117,1:no,1:no,,0.548
4118,1:no,1:no,,0.85
4119,1:no,1:no,,0.715
4120,1:no,1:no,,0.729
4121,1:no,1:no,,0.8
4122,1:no,1:no,,0.734
4123,1:no,1:no,,0.631
4124,1:no,1:no,,0.65
4125,1:no,1:no,,0.74
4126,1:no,1:no,,0.73
4127,2:yes,2:yes,,0.668
4128,2:yes,2:yes,,0.667
4129,2:yes,2:yes,,0.668
4130,1:no,1:no,,0.729
4131,2:yes,2:yes,,0.675
4132,2:yes,2:yes,,0.664
4133,2:yes,2:yes,,0.646
4134,1:no,1:no,,0.878
4135,1:no,1:no,,0.74
4136,1:no,1:no,,0.755
4137,1:no,1:no,,0.809
4138,1:no,1:no,,0.876
4139,1:no,1:no,,0.767
4140,1:no,1:no,,0.781
4141,1:no,1:no,,0.878
4142,1:no,1:no,,0.882
4143,1:no,1:no,,0.612
4144,1:no,1:no,,0.616
4145,1:no,1:no,,0.709
4146,1:no,1:no,,0.881
4147,1:no,1:no,,0.894
4148,1:no,1:no,,0.755
4149,1:no,1:no,,0.774
4150,1:no,1:no,,0.836
4151,1:no,1:no,,0.901
4152,1:no,1:no,,0.787
4153,1:no,1:no,,0.806
4154,1:no,1:no,,0.887
4155,1:no,1:no,,0.839
4156,1:no,1:no,,0.678
4157,1:no,1:no,,0.694
4158,1:no,1:no,,0.643
4159,1:no,1:no,,0.834
4160,1:no,1:no,,0.677
4161,1:no,1:no,,0.693
4162,1:no,1:no,,0.711
4163,1:no,1:no,,0.828
4164,1:no,1:no,,0.669
4165,1:no,1:no,,0.685
4166,1:no,1:no,,0.705
4167,1:no,1:no,,0.898
4168,1:no,1:no,,0.76
4169,1:no,1:no,,0.779
4170,1:no,1:no,,0.839
4171,1:no,1:no,,0.908
4172,1:no,1:no,,0.806
4173,1:no,1:no,,0.813
4174,1:no,1:no,,0.846
4175,1:no,1:no,,0.895
4176,1:no,1:no,,0.806
4177,1:no,1:no,,0.814
4178,1:no,1:no,,0.876
4179,1:no,1:no,,0.898
4180,1:no,1:no,,0.667
4181,1:no,1:no,,0.68
4182,1:no,1:no,,0.706
4183,1:no,1:no,,0.9
4184,1:no,1:no,,0.675
4185,1:no,1:no,,0.688
4186,1:no,1:no,,0.711
4187,1:no,1:no,,0.91
4188,1:no,1:no,,0.814
4189,1:no,1:no,,0.821
4190,1:no,1:no,,0.853
4191,1:no,1:no,,0.897
4192,1:no,1:no,,0.814
4193,1:no,1:no,,0.828
4194,1:no,1:no,,0.879
4195,1:no,1:no,,0.902
4196,1:no,1:no,,0.689
4197,1:no,1:no,,0.708
4198,1:no,1:no,,0.724
4199,1:no,1:no,,0.902
4200,1:no,1:no,,0.689
4201,1:no,1:no,,0.708
4202,1:no,1:no,,0.724
4203,1:no,1:no,,0.902
4204,1:no,1:no,,0.773
4205,1:no,1:no,,0.781
4206,1:no,1:no,,0.798
4207,1:no,1:no,,0.91
4208,1:no,1:no,,0.815
4209,1:no,1:no,,0.829
4210,1:no,1:no,,0.862
4211,1:no,1:no,,0.897
4212,1:no,1:no,,0.814
4213,1:no,1:no,,0.828
4214,1:no,1:no,,0.879
4215,1:no,1:no,,0.902
4216,1:no,1:no,,0.689
4217,1:no,1:no,,0.709
4218,1:no,1:no,,0.724
4219,1:no,1:no,,0.902
4220,1:no,1:no,,0.689
4221,1:no,1:no,,0.709
4222,1:no,1:no,,0.724
4223,1:no,1:no,,0.91
4224,1:no,1:no,,0.815
4225,1:no,1:no,,0.829
4226,1:no,1:no,,0.862
4227,1:no,1:no,,0.902
4228,1:no,1:no,,0.824
4229,1:no,1:no,,0.832
4230,1:no,1:no,,0.883
4231,1:no,1:no,,0.908
4232,1:no,1:no,,0.7
4233,1:no,1:no,,0.719
4234,1:no,1:no,,0.731
4235,1:no,1:no,,0.908
4236,1:no,1:no,,0.7
4237,1:no,1:no,,0.719
4238,1:no,1:no,,0.731
4239,1:no,1:no,,0.91
4240,1:no,1:no,,0.815
4241,1:no,1:no,,0.829
4242,1:no,1:no,,0.862
4243,1:no,1:no,,0.909
4244,1:no,1:no,,0.837
4245,1:no,1:no,,0.851
4246,1:no,1:no,,0.897
4247,1:no,1:no,,0.91
4248,1:no,1:no,,0.724
4249,1:no,1:no,,0.734
4250,1:no,1:no,,0.751
4251,1:no,1:no,,0.91
4252,1:no,1:no,,0.724
4253,1:no,1:no,,0.734
4254,1:no,1:no,,0.751
4255,1:no,1:no,,0.91
4256,1:no,1:no,,0.724
4257,1:no,1:no,,0.734
4258,1:no,1:no,,0.751
4259,1:no,1:no,,0.883
4260,1:no,1:no,,0.719
4261,1:no,1:no,,0.728
4262,1:no,1:no,,0.753
4263,1:no,1:no,,0.91
4264,1:no,1:no,,0.724
4265,1:no,1:no,,0.8
4266,1:no,1:no,,0.821
4267,1:no,1:no,,0.914
4268,1:no,1:no,,0.734
4269,1:no,1:no,,0.743
4270,1:no,1:no,,0.774
4271,1:no,1:no,,0.91
4272,1:no,1:no,,0.724
4273,1:no,1:no,,0.734
4274,1:no,1:no,,0.77
4275,1:no,1:no,,0.806
4276,1:no,1:no,,0.749
4277,1:no,1:no,,0.684
4278,1:no,1:no,,0.852
4279,1:no,1:no,,0.689
4280,1:no,1:no,,0.84
4281,1:no,1:no,,0.737
4282,1:no,1:no,,0.838
4283,1:no,2:yes,+,0.512
4284,1:no,1:no,,0.847
4285,1:no,2:yes,+,0.504
4286,1:no,1:no,,0.876
4287,1:no,1:no,,0.709
4288,1:no,1:no,,0.765
4289,1:no,1:no,,0.622
4290,1:no,1:no,,0.754
4291,2:yes,2:yes,,0.685
4292,1:no,1:no,,0.752
4293,2:yes,2:yes,,0.692
4294,1:no,1:no,,0.898
4295,1:no,1:no,,0.759
4296,1:no,1:no,,0.888
4297,1:no,1:no,,0.788
4298,1:no,1:no,,0.901
4299,1:no,1:no,,0.647
4300,1:no,1:no,,0.894
4301,1:no,1:no,,0.7
4302,1:no,1:no,,0.89
4303,1:no,1:no,,0.687
4304,1:no,1:no,,0.902
4305,1:no,1:no,,0.767
4306,1:no,1:no,,0.883
4307,1:no,1:no,,0.791
4308,1:no,1:no,,0.903
4309,1:no,1:no,,0.628
4310,1:no,1:no,,0.906
4311,1:no,1:no,,0.646
4312,1:no,1:no,,0.906
4313,1:no,1:no,,0.646
4314,1:no,1:no,,0.907
4315,1:no,1:no,,0.744
4316,1:no,1:no,,0.911
4317,1:no,1:no,,0.81
4318,1:no,1:no,,0.885
4319,1:no,1:no,,0.818
4320,1:no,1:no,,0.905
4321,1:no,1:no,,0.71
4322,1:no,1:no,,0.905
4323,1:no,1:no,,0.792
4324,1:no,1:no,,0.913
4325,1:no,1:no,,0.822
4326,1:no,1:no,,0.882
4327,1:no,1:no,,0.802
4328,1:no,1:no,,0.893
4329,1:no,1:no,,0.786
4330,1:no,1:no,,0.893
4331,1:no,1:no,,0.663
4332,1:no,1:no,,0.893
4333,1:no,1:no,,0.657
4334,1:no,1:no,,0.913
4335,1:no,1:no,,0.822
4336,1:no,1:no,,0.906
4337,1:no,1:no,,0.833
4338,1:no,1:no,,0.917
4339,1:no,1:no,,0.709
4340,1:no,1:no,,0.889
4341,1:no,1:no,,0.69
4342,1:no,1:no,,0.913
4343,1:no,1:no,,0.823
4344,1:no,1:no,,0.897
4345,1:no,1:no,,0.82
4346,1:no,1:no,,0.912
4347,1:no,1:no,,0.7
4348,1:no,1:no,,0.912
4349,1:no,1:no,,0.706
4350,1:no,1:no,,0.793
4351,1:no,1:no,,0.76
4352,1:no,1:no,,0.721
4353,1:no,2:yes,+,0.603
4354,1:no,1:no,,0.842
4355,1:no,1:no,,0.736
4356,1:no,1:no,,0.836
4357,1:no,1:no,,0.781
4358,1:no,1:no,,0.844
4359,1:no,1:no,,0.587
4360,1:no,1:no,,0.823
4361,1:no,1:no,,0.866
4362,1:no,1:no,,0.756
4363,1:no,1:no,,0.739
4364,1:no,1:no,,0.681
4365,1:no,1:no,,0.734
4366,2:yes,2:yes,,0.715
4367,1:no,1:no,,0.723
4368,2:yes,2:yes,,0.633
4369,1:no,1:no,,0.888
4370,1:no,1:no,,0.825
4371,1:no,1:no,,0.89
4372,1:no,1:no,,0.862
4373,1:no,1:no,,0.869
4374,1:no,1:no,,0.748
4375,1:no,1:no,,0.869
4376,1:no,1:no,,0.711
4377,1:no,1:no,,0.892
4378,1:no,1:no,,0.849
4379,1:no,1:no,,0.871
4380,1:no,1:no,,0.859
4381,1:no,1:no,,0.875
4382,1:no,1:no,,0.655
4383,1:no,1:no,,0.909
4384,1:no,1:no,,0.747
4385,1:no,1:no,,0.891
4386,1:no,1:no,,0.753
4387,1:no,1:no,,0.902
4388,1:no,1:no,,0.862
4389,1:no,1:no,,0.9
4390,1:no,1:no,,0.891
4391,1:no,1:no,,0.906
4392,1:no,1:no,,0.731
4393,1:no,1:no,,0.908
4394,1:no,1:no,,0.774
4395,1:no,1:no,,0.793
4396,1:no,1:no,,0.735
